family,gene,n_species,human_len_bp,n_diag_platypus,n_diag_opossum,n_auto_platypus,n_auto_opossum,n_diag_deep_sum,aa_frac_platypus,indel_frac_platypus,indel_frac_deep_max,n_diag_divergent_mean,nearest_primate,n_diag_nearest_primate,grad_ratio,has_platypus,has_opossum,has_elephant,has_armadillo,ndiag_chimp,ndiag_mouse,ndiag_cow,ndiag_armadillo,ndiag_elephant,ndiag_opossum,ndiag_platypus,ladder,composite,rank,selected
rho_gtpase,RHOC,20,582,84,59,18,15,143,0.10714285714285714,0.005154639175257714,0.005154639175257714,49.5625,chimp,17,0.20238095238095238,True,True,True,True,17.0,46.0,43.0,51.0,36.0,59,84,chimp(8):17;gorilla(11):0;marmoset(64):123;guineapig(156):40;rat(156):44;mouse(156):46;rabbit(156):103;cow(169):43;pig(169):40;goat(169):32;bat(169):44;dog(169):40;ferret(169):47;panda(169):47;horse(169):37;armadillo(180):51;elephant(183):36;opossum(319):59;platypus(378):84,-0.7530611137485063,157,False
ras_gtpases,RHEB,16,555,54,42,13,10,96,0.05555555555555555,0.00540540540540535,0.00540540540540535,51.583333333333336,gorilla,2,0.037037037037037035,True,True,False,False,,41.0,,,,42,54,gorilla(11):2;orangutan(21):1;marmoset(64):36;rat(156):63;mouse(156):41;rabbit(156):20;sheep(169):30;goat(169):49;bat(169):61;dog(169):86;ferret(169):58;panda(169):50;cat(169):65;opossum(319):42;platypus(378):54,-0.7646980242906662,158,False
histone_deacetylase_classI,HDAC8,15,1134,268,216,257,102,484,0.5634328358208955,0.02645502645502651,0.02645502645502651,107.0,chimp,38,0.1417910447761194,True,True,False,False,38.0,103.0,71.0,,,216,268,chimp(8):38;orangutan(21):18;marmoset(64):35;rat(156):110;mouse(156):103;cow(169):71;sheep(169):73;pig(169):65;dog(169):59;panda(169):56;cat(169):54;horse(169):102;opossum(319):216;platypus(378):268,-0.904170440616746,159,False
arf_gtpase,ARL8A,21,561,47,46,15,16,93,0.0,0.005347593582887722,0.0802139037433155,61.733333333333334,chimp,2,0.0425531914893617,True,True,False,True,2.0,42.0,114.0,41.0,,46,47,chimp(8):2;gorilla(11):1;orangutan(21):4;macaque(42):39;marmoset(64):13;guineapig(156):68;rat(156):39;mouse(156):42;rabbit(156):74;cow(169):114;sheep(169):75;pig(169):100;goat(169):40;dog(169):20;panda(169):53;cat(169):93;horse(169):74;armadillo(180):41;opossum(319):46;platypus(378):47,-0.9753181237931717,160,False
hox,HOXD1,21,987,214,235,80,89,449,0.6822429906542056,0.18541033434650456,0.18541033434650456,149.53333333333333,chimp,4,0.018691588785046728,True,True,False,True,4.0,176.0,139.0,136.0,,235,214,chimp(8):4;gorilla(11):10;orangutan(21):13;macaque(42):47;marmoset(64):69;rat(156):170;mouse(156):176;rabbit(156):128;cow(169):139;sheep(169):147;pig(169):133;goat(169):147;dog(169):155;ferret(169):126;panda(169):121;cat(169):102;horse(169):114;armadillo(180):136;opossum(319):235;platypus(378):214,-1.055181353955974,161,False
hox,HOXD8,16,873,92,117,25,44,209,0.44565217391304346,0.07216494845360821,0.07216494845360821,58.90909090909091,chimp,2,0.021739130434782608,True,True,False,False,2.0,75.0,53.0,,,117,92,chimp(8):2;orangutan(21):13;macaque(42):21;marmoset(64):32;mouse(156):75;rabbit(156):31;cow(169):53;sheep(169):53;pig(169):58;goat(169):54;ferret(169):17;cat(169):50;horse(169):48;opossum(319):117;platypus(378):92,-1.1230320758827226,162,False
serine_protease,PRSS57,15,849,295,280,161,100,575,0.7796610169491526,0.12720848056537104,0.12720848056537104,200.27272727272728,chimp,18,0.061016949152542375,True,True,False,False,18.0,229.0,180.0,,,280,295,chimp(8):18;orangutan(21):42;marmoset(64):97;rat(156):219;mouse(156):229;cow(169):180;sheep(169):163;pig(169):167;dog(169):180;panda(169):163;cat(169):185;horse(169):142;opossum(319):280;platypus(378):295,-1.1545811246999036,163,False
adam_metallopeptidase,ADAM8,16,2475,905,584,352,210,1489,0.7535911602209945,0.029090909090909056,0.35878787878787877,623.8333333333334,chimp,33,0.036464088397790057,True,True,False,False,33.0,660.0,576.0,,,584,905,chimp(8):33;gorilla(11):44;macaque(42):157;guineapig(156):633;rat(156):662;mouse(156):660;rabbit(156):601;cow(169):576;sheep(169):580;pig(169):548;goat(169):593;dog(169):567;cat(169):577;opossum(319):584;platypus(378):905,-1.194512096387153,164,False
metallothionein,MT4,21,189,34,27,12,7,61,0.5,0.015873015873015928,0.015873015873015928,23.0,chimp,3,0.08823529411764706,True,True,False,False,3.0,25.0,24.0,,,27,34,chimp(8):3;gorilla(11):3;orangutan(21):6;macaque(42):6;marmoset(64):9;guineapig(156):23;rat(156):25;mouse(156):25;rabbit(156):18;cow(169):24;sheep(169):24;pig(169):18;goat(169):25;bat(169):23;dog(169):20;ferret(169):21;panda(169):19;cat(169):19;opossum(319):27;platypus(378):34,-1.3086940719956517,165,False
arf_gtpase,ARL6,17,561,87,75,34,25,162,0.367816091954023,0.005347593582887722,0.005347593582887722,48.5,chimp,11,0.12643678160919541,True,True,False,False,11.0,59.0,40.0,,,75,87,chimp(8):11;gorilla(11):12;orangutan(21):2;marmoset(64):25;rat(156):56;mouse(156):59;rabbit(156):34;cow(169):40;sheep(169):42;pig(169):30;goat(169):44;dog(169):37;ferret(169):40;cat(169):38;opossum(319):75;platypus(378):87,-1.3450438796664765,166,False
hox,HOXA4,15,963,217,286,100,180,503,0.6912442396313364,0.03738317757009346,0.17757009345794394,123.0,orangutan,15,0.06912442396313365,True,True,True,False,,135.0,91.0,,100.0,286,217,orangutan(21):15;macaque(42):27;marmoset(64):43;rat(156):143;mouse(156):135;cow(169):91;sheep(169):89;goat(169):87;dog(169):78;ferret(169):77;panda(169):50;elephant(183):100;opossum(319):286;platypus(378):217,-1.4115294570285335,167,False
serotonin_receptor,HTR7,15,1440,297,226,154,106,523,0.5589225589225589,0.16249999999999998,0.16249999999999998,151.16666666666666,chimp,9,0.030303030303030304,True,True,False,False,9.0,128.0,182.0,,,226,297,chimp(8):9;macaque(42):40;rat(156):176;mouse(156):128;cow(169):182;sheep(169):166;pig(169):117;goat(169):110;dog(169):108;panda(169):97;cat(169):112;horse(169):95;opossum(319):226;platypus(378):297,-1.4504985680090066,168,False
phosphodiesterase,PDE6H,21,252,82,60,33,28,142,0.6097560975609756,0.0714285714285714,0.09523809523809523,34.733333333333334,chimp,2,0.024390243902439025,True,True,False,False,2.0,36.0,28.0,,,60,82,chimp(8):2;gorilla(11):3;orangutan(21):5;macaque(42):33;marmoset(64):9;guineapig(156):22;rat(156):74;mouse(156):36;cow(169):28;sheep(169):27;pig(169):22;goat(169):27;bat(169):23;dog(169):40;ferret(169):25;panda(169):19;cat(169):19;horse(169):17;opossum(319):60;platypus(378):82,-1.478528066801285,169,False
phosphodiesterase,PDE1C,16,2130,504,372,234,154,876,0.39285714285714285,0.011267605633802802,0.15774647887323945,262.90909090909093,chimp,77,0.1527777777777778,True,True,False,False,77.0,238.0,240.0,,,372,504,chimp(8):77;orangutan(21):99;macaque(42):110;marmoset(64):124;rat(156):288;mouse(156):238;cow(169):240;sheep(169):241;pig(169):160;goat(169):211;dog(169):236;cat(169):199;horse(169):203;opossum(319):372;platypus(378):504,-1.4803322376513375,170,False
glutathione_peroxidase,GPX6,17,666,185,205,69,91,390,0.6864864864864865,0.15315315315315314,0.15315315315315314,112.0,chimp,7,0.03783783783783784,True,True,False,False,7.0,126.0,,,,205,185,chimp(8):7;orangutan(21):17;macaque(42):28;guineapig(156):58;rat(156):149;mouse(156):126;rabbit(156):106;sheep(169):82;pig(169):78;goat(169):81;dog(169):88;panda(169):83;cat(169):114;horse(169):101;opossum(319):205;platypus(378):185,-1.717092886243282,171,False
rab_gtpase,RAB12,18,1023,111,143,36,64,254,0.36036036036036034,0.1407624633431085,0.1407624633431085,88.75,chimp,3,0.02702702702702703,True,True,False,False,3.0,92.0,96.0,,,143,111,chimp(8):3;gorilla(11):1;orangutan(21):10;macaque(42):27;marmoset(64):41;rat(156):91;mouse(156):92;rabbit(156):140;cow(169):96;pig(169):91;goat(169):70;bat(169):37;dog(169):60;cat(169):78;horse(169):56;opossum(319):143;platypus(378):111,-1.8194429864214934,172,False
rab_gtpase,RAB20,17,705,123,143,34,50,266,0.5284552845528455,0.09787234042553195,0.09787234042553195,133.30769230769232,orangutan,12,0.0975609756097561,True,True,False,False,,124.0,191.0,,,143,123,orangutan(21):12;macaque(42):28;marmoset(64):42;guineapig(156):136;rat(156):124;mouse(156):124;cow(169):191;sheep(169):198;pig(169):121;goat(169):132;bat(169):101;dog(169):107;cat(169):122;horse(169):111;opossum(319):143;platypus(378):123,-1.918060380221849,173,False
rab_gtpase,RAB30,20,612,126,73,81,27,199,0.4603174603174603,0.26960784313725494,0.26960784313725494,39.2,chimp,0,0.0,True,True,True,True,0.0,36.0,27.0,32.0,20.0,73,126,chimp(8):0;orangutan(21):2;macaque(42):5;marmoset(64):5;guineapig(156):27;rat(156):35;mouse(156):36;cow(169):27;sheep(169):29;pig(169):31;goat(169):58;dog(169):23;panda(169):23;cat(169):26;horse(169):22;armadillo(180):32;elephant(183):20;opossum(319):73;platypus(378):126,-1.9955264206612,174,False
arf_gtpase,ARL9,16,798,296,246,156,93,542,0.8209459459459459,0.21804511278195493,0.21804511278195493,126.33333333333333,orangutan,11,0.037162162162162164,True,True,False,False,,71.0,126.0,,,246,296,orangutan(21):11;macaque(42):28;marmoset(64):47;rat(156):178;mouse(156):71;rabbit(156):63;cow(169):126;sheep(169):130;pig(169):64;goat(169):75;dog(169):134;panda(169):100;horse(169):33;opossum(319):246;platypus(378):296,-2.100734247458441,175,False
hox,HOXD11,16,1017,142,186,64,82,328,0.4859154929577465,0.15339233038348088,0.15339233038348088,86.72727272727273,chimp,9,0.06338028169014084,True,True,False,False,9.0,98.0,64.0,,,186,142,chimp(8):9;orangutan(21):17;macaque(42):29;marmoset(64):33;rat(156):92;mouse(156):98;rabbit(156):73;cow(169):64;sheep(169):63;pig(169):58;goat(169):69;cat(169):59;horse(169):50;opossum(319):186;platypus(378):142,-2.140278583361481,176,False
hox,HOXD9,15,1059,188,224,66,84,412,0.6063829787234043,0.17280453257790374,0.17280453257790374,116.75,macaque,25,0.13297872340425532,True,True,True,False,,99.0,85.0,,104.0,224,188,macaque(42):25;marmoset(64):46;guineapig(156):79;rat(156):99;mouse(156):99;cow(169):85;sheep(169):89;dog(169):167;panda(169):91;cat(169):89;horse(169):87;elephant(183):104;opossum(319):224;platypus(378):188,-2.1656458648950245,177,False
sulfotransferase,SULT1C3,17,915,308,301,50,42,609,0.737012987012987,0.02950819672131144,0.02950819672131144,291.14285714285717,chimp,158,0.512987012987013,True,True,True,True,158.0,295.0,309.0,176.0,281.0,301,308,chimp(8):158;macaque(42):99;rat(156):301;mouse(156):295;rabbit(156):301;cow(169):309;sheep(169):306;pig(169):313;goat(169):306;dog(169):289;cat(169):311;horse(169):279;armadillo(180):176;elephant(183):281;opossum(319):301;platypus(378):308,-2.5831272609813665,178,False
cytochrome_p450,CYP27C1,16,1614,375,217,163,71,592,0.5093333333333333,0.0018587360594795044,0.30855018587360594,214.63636363636363,chimp,6,0.016,True,True,False,False,6.0,,206.0,,,217,375,chimp(8):6;orangutan(21):27;macaque(42):26;marmoset(64):63;rabbit(156):228;cow(169):206;sheep(169):209;goat(169):142;dog(169):209;ferret(169):141;panda(169):133;cat(169):235;horse(169):266;opossum(319):217;platypus(378):375,-2.8651840060857747,179,False
ectonucleotide_pyrophosphatase,ENPP2,17,2592,529,220,227,72,749,0.30812854442344045,0.00694444444444442,0.42361111111111116,280.3333333333333,chimp,16,0.030245746691871456,True,True,False,False,16.0,323.0,284.0,,,220,529,chimp(8):16;orangutan(21):36;macaque(42):77;marmoset(64):109;rat(156):338;mouse(156):323;cow(169):284;sheep(169):301;pig(169):209;goat(169):339;dog(169):226;panda(169):218;cat(169):204;horse(169):173;opossum(319):220;platypus(378):529,-3.9180724658923567,180,False
adamts_metallopeptidase,ADAMTS4,22,2514,301,503,141,194,804,0.6212624584717608,0.5918854415274464,0.5918854415274464,288.3125,chimp,13,0.04318936877076412,True,True,False,True,13.0,316.0,261.0,246.0,,503,301,chimp(8):13;gorilla(11):17;orangutan(21):29;macaque(42):52;marmoset(64):105;guineapig(156):276;rat(156):322;mouse(156):316;rabbit(156):260;cow(169):261;sheep(169):261;pig(169):240;goat(169):268;dog(169):309;ferret(169):309;panda(169):259;cat(169):279;horse(169):203;armadillo(180):246;opossum(319):503;platypus(378):301,-5.158620866963742,181,False
flavin_monooxygenase,FMO2,20,1608,190,364,67,150,554,0.4842105263157895,0.4850746268656716,0.4850746268656716,225.14285714285714,chimp,10,0.05263157894736842,True,True,False,False,10.0,285.0,214.0,,,364,190,chimp(8):10;gorilla(11):12;orangutan(21):24;macaque(42):48;marmoset(64):71;rat(156):291;mouse(156):285;cow(169):214;sheep(169):205;pig(169):194;goat(169):205;bat(169):209;dog(169):205;ferret(169):220;panda(169):200;cat(169):207;horse(169):163;opossum(319):364;platypus(378):190,-5.3103941332139115,182,False
nadph_oxidase,DUOX2,20,4647,967,397,392,174,1364,0.5884177869700103,0.009683666881859287,0.7127178825048419,601.5,chimp,27,0.027921406411582212,True,True,False,False,27.0,701.0,569.0,,,397,967,chimp(8):27;gorilla(11):44;orangutan(21):69;macaque(42):150;marmoset(64):285;guineapig(156):663;rat(156):708;mouse(156):701;rabbit(156):566;cow(169):569;sheep(169):574;pig(169):577;goat(169):564;dog(169):579;ferret(169):532;cat(169):522;horse(169):502;opossum(319):397;platypus(378):967,-5.611928127963154,183,False
histamine_receptor,HRH1,20,1464,730,777,220,124,1507,0.8753424657534247,0.08196721311475408,0.08196721311475408,767.8,chimp,819,1.121917808219178,True,True,False,True,819.0,777.0,745.0,770.0,,777,730,chimp(8):819;orangutan(21):823;macaque(42):815;marmoset(64):816;guineapig(156):769;rat(156):767;mouse(156):777;rabbit(156):785;cow(169):745;sheep(169):748;pig(169):770;goat(169):750;dog(169):801;panda(169):778;cat(169):780;horse(169):770;armadillo(180):770;opossum(319):777;platypus(378):730,-6.658668010611739,184,False
rho_gtpase,RHOBTB1,19,2091,415,159,198,84,574,0.3469879518072289,0.022955523672883782,0.6829268292682926,246.69230769230768,chimp,12,0.02891566265060241,True,True,False,False,12.0,353.0,234.0,,,159,415,chimp(8):12;gorilla(11):1;orangutan(21):34;macaque(42):62;marmoset(64):182;guineapig(156):209;rat(156):347;mouse(156):353;cow(169):234;pig(169):229;goat(169):233;bat(169):221;dog(169):217;panda(169):211;cat(169):198;horse(169):181;opossum(319):159;platypus(378):415,-7.450194090967234,185,False
m14_carboxypeptidase,CPO,21,1125,538,382,119,108,920,0.8773234200743495,0.20533333333333337,0.3546666666666667,492.1333333333333,chimp,502,0.9330855018587361,True,True,True,True,502.0,462.0,535.0,514.0,563.0,382,538,chimp(8):502;gorilla(11):525;orangutan(21):499;macaque(42):510;marmoset(64):541;guineapig(156):430;rat(156):490;mouse(156):462;rabbit(156):507;cow(169):535;sheep(169):541;goat(169):540;dog(169):449;panda(169):468;cat(169):519;horse(169):444;armadillo(180):514;elephant(183):563;opossum(319):382;platypus(378):538,-9.236719565112256,186,False
nitric_oxide_synthase,NOS2,23,3462,279,169,50,29,448,0.8064516129032258,0.8370883882149047,0.8873483535528597,199.47058823529412,chimp,195,0.6989247311827957,True,True,True,True,195.0,201.0,196.0,193.0,187.0,169,279,chimp(8):195;gorilla(11):193;orangutan(21):205;macaque(42):187;marmoset(64):186;guineapig(156):165;rat(156):204;mouse(156):201;rabbit(156):208;cow(169):196;sheep(169):190;pig(169):207;goat(169):190;dog(169):209;ferret(169):194;panda(169):190;cat(169):218;horse(169):191;armadillo(180):193;elephant(183):187;opossum(319):169;platypus(378):279,-14.816226692364024,187,False
rab_gtpase,RAB15,15,639,90,82,28,32,172,0.25555555555555554,0.0046948356807511304,0.0046948356807511304,53.8,chimp,151,1.6777777777777778,True,True,False,False,151.0,53.0,,,,82,90,chimp(8):151;orangutan(21):7;macaque(42):12;marmoset(64):118;rat(156):56;mouse(156):53;rabbit(156):47;sheep(169):51;pig(169):41;goat(169):50;panda(169):36;horse(169):32;opossum(319):82;platypus(378):90,-15.023915014858948,188,False
