gene,status,fr_status,yn_status,n_taxa,n_codons,yn_n_pairs,dN_hp_yn,dS_hp_yn,omega_hp_yn,dN_background_yn,dS_background_yn,omega_background_yn,yn_n_background_pairs,lnL_m0,np_m0,omega_m0,kappa_m0,tree_len_m0,tree_dN_m0,tree_dS_m0,dN_human_m0,dS_human_m0,omega_human_m0,dN_platypus_m0,dS_platypus_m0,omega_platypus_m0,dN_background_m0,dS_background_m0,omega_background_m0,n_branches_m0,lnL_m2,np_m2,tree_dN_m2,tree_dS_m2,omega_bg_m2,omega_plat_m2,dN_human_m2,dS_human_m2,omega_human_m2,dN_platypus_m2,dS_platypus_m2,omega_platypus_m2,dN_background_m2,dS_background_m2,omega_background_m2,n_branches_m2,lrt_m2_vs_m0,lrt_p_m2_vs_m0,m2_converged,dS_saturated
ENSG00000124767,ok,not_requested,ok,20,184,190.0,0.1284,0.9207,0.1395,0.09078823529411764,0.5323490196078431,0.1998,153.0,-3751.149823,40,0.1698,2.04854,4.967433,0.7402,4.3592,0.0034,0.0201,0.1698,0.0287,0.1691,0.1698,0.7081,4.1699,0.16981222571284682,38,-3751.149823,41.0,0.7402,4.3592,0.1698,1.37244,0.0034,0.0201,0.1698,0.0,0.0,1.3724,0.7368,4.3389999999999995,0.16980871168472,38.0,0.0,1.0,True,False
ENSG00000125652,ok,not_requested,ok,22,220,231.0,0.1712,2.7904,0.0614,0.06835368421052632,0.5919547368421053,0.11315,190.0,-4657.913725,44,0.11948,3.48533,5.338789,0.6405,5.3605,0.0,0.0,0.1195,0.0511,0.428,0.1195,0.5892000000000001,4.9325,0.11945261023821592,42,-4657.41804,45.0,0.639,5.491,0.12268,0.0001,0.0,0.0,0.1227,0.0,0.2826,0.0001,0.6389,5.2082,0.1226719404016743,42.0,0.9913700000015524,0.3194077649075354,True,False
ENSG00000125703,ok,not_requested,ok,24,457,276.0,0.1136,1.2438,0.0913,0.051251948051948056,0.3907722943722944,0.1258,231.0,-9371.780601,48,0.15007,2.1965,4.715153,0.6741,4.4922,0.0,0.0,0.1501,0.0328,0.2183,0.1501,0.6415,4.2737,0.15010412523106442,46,-9366.400771,49.0,0.6707,4.5692,0.1596,0.08116,0.0,0.0,0.1596,0.0605,0.7457,0.0812,0.6103,3.8234,0.15962232567871526,46.0,10.759659999999712,0.0010373643855863812,True,False
ENSG00000125734,ok,not_requested,ok,21,536,210.0,0.0957,2.2632,0.0423,0.053253216374269004,0.9789801169590643,0.0456,171.0,-12732.376363,42,0.13719,2.69437,6.218368,0.9384,6.8399,0.0021,0.015,0.1372,0.0,0.0,0.1372,0.9365,6.825,0.1372161172161172,40,-12729.888504,43.0,0.9352,7.0005,0.14085,0.0001,0.0021,0.0149,0.1409,0.0,0.3616,0.0001,0.933,6.6238,0.14085570216492044,40.0,4.975717999997869,0.025705531951430303,True,False
ENSG00000127564,ok,not_requested,ok,24,488,276.0,0.1835,1.4618,0.1256,0.06746363636363636,0.6376458874458875,0.0978,231.0,-12529.680096,48,0.14003,4.54671,6.951461,0.9087,6.4894,0.0182,0.1299,0.14,0.0244,0.1741,0.14,0.8659,6.1856,0.1399864200724263,46,-12529.680096,49.0,0.9087,6.4894,0.14003,0.728,0.0182,0.1299,0.14,0.0,0.0,0.728,0.8903,6.3596,0.13999308132586955,46.0,0.0,1.0,True,False
ENSG00000127837,ok,not_requested,ok,24,434,276.0,0.0844,1.7234,0.049,0.012593939393939393,0.3955735930735931,0.0194,231.0,-6796.114415,48,0.03149,4.34105,4.858733,0.1747,5.5476,0.0001,0.0026,0.0315,0.012,0.3795,0.0315,0.1625,5.1655,0.03145871648436744,46,-6796.114415,49.0,0.1747,5.5476,0.03149,0.15545,0.0001,0.0026,0.0315,0.0,0.0,0.1555,0.1745,5.545,0.031469792605951306,46.0,0.0,1.0,True,False
ENSG00000128272,ok,not_requested,ok,21,345,210.0,0.1415,1.9577,0.0723,0.08523976608187135,0.7348426900584796,0.1489,171.0,-7287.168775,42,0.19048,2.72213,5.171969,0.8148,4.2775,0.0014,0.0073,0.1905,0.033,0.1731,0.1905,0.7804,4.0973,0.1904668928318649,40,-7284.692666,43.0,0.8149,4.3256,0.19939,0.11111,0.0014,0.0072,0.1994,0.0599,0.5388,0.1111,0.7537,3.7796,0.1994126362578051,40.0,4.952218000000357,0.026057218125531165,True,False
ENSG00000128408,ok,not_requested,ok,23,377,253.0,0.4021,1.0426,0.3856,0.15313619047619048,0.5066685714285715,0.34325,210.0,-10680.841264,46,0.27769,2.45728,7.63336,1.5691,5.6504,0.0011,0.004,0.2777,0.0606,0.2184,0.2777,1.5071,5.428,0.27765291083271926,44,-10680.841264,47.0,1.5691,5.6504,0.27769,12.69424,0.0011,0.004,0.2777,0.0,0.0,12.6942,1.5678,5.6464,0.2776636440918107,44.0,0.0,1.0,True,False
ENSG00000128590,ok,not_requested,ok,20,221,190.0,0.0851,0.598,0.1424,0.07876209150326798,0.31826666666666664,0.0819,153.0,-3506.579223,40,0.08331,2.4723,7.884554,0.7224,8.6713,0.0,0.0,0.0833,0.0239,0.2875,0.0833,0.6985,8.383700000000001,0.08331643546405525,38,-3506.5727,41.0,0.7225,8.7014,0.08282,54.06011,0.0,0.0,0.0828,0.0018,0.0,54.0601,0.7205,8.701600000000001,0.08280086420888112,38.0,0.0130460000000312,0.9090641211154683,True,False
ENSG00000128805,ok,not_requested,ok,23,690,253.0,0.1466,2.1903,0.0669,0.08985476190476191,1.045302857142857,0.08574999999999999,210.0,-19085.14076,46,0.15153,2.96154,8.097469,1.2351,8.1504,0.0014,0.009,0.1515,0.0228,0.1508,0.1515,1.2106999999999999,7.9905,0.15151742694449657,44,-19085.14076,47.0,1.2351,8.1504,0.15153,0.28446,0.0014,0.009,0.1515,0.0,0.0,0.2845,1.2336,8.1413,0.15152371242921894,44.0,0.0,1.0,True,False
ENSG00000128881,ok,not_requested,ok,24,1200,276.0,0.1925,1.4856,0.1296,0.05443376623376624,0.28425367965367965,0.1964,231.0,-23959.795457,48,0.19524,3.27151,4.365951,0.6664,3.4132,0.0004,0.0023,0.1952,0.061,0.3126,0.1952,0.6052,3.0982,0.1953392292298754,46,-23955.080517,49.0,0.6621,3.4898,0.20337,0.0001,0.0005,0.0023,0.2034,0.0,0.2343,0.0001,0.6616,3.2534,0.20335648859654515,46.0,9.429880000003322,0.0021347825775645704,True,False
ENSG00000130055,ok,not_requested,ok,23,537,253.0,0.2779,1.9454,0.1428,0.10504571428571428,0.35354714285714284,0.3064,210.0,-12881.836964,46,0.27203,2.45878,6.030765,1.1627,4.2742,0.0014,0.0052,0.272,0.082,0.3015,0.272,1.0796000000000001,3.9677,0.2720971847669935,44,-12846.92577,47.0,1.1558,22.8887,0.30085,0.01023,0.0015,0.0049,0.3009,0.2017,19.7173,0.0102,0.9526,3.1664,0.3008463870641738,44.0,69.8223880000005,6.489215737339617e-17,True,False
ENSG00000130517,ok,not_requested,ok,24,203,276.0,0.0244,1.3588,0.018,0.047387878787878784,1.4431320346320347,0.0245,231.0,-4926.912295,48,0.05839,2.99303,8.512182,0.6211,10.637,0.0004,0.0063,0.0584,0.0021,0.0354,0.0584,0.6187,10.5951,0.0583949184056781,46,-4924.882377,49.0,0.6212,10.5212,0.06066,0.0001,0.0004,0.0062,0.0607,0.0,0.2807,0.0001,0.6207,10.234399999999999,0.06064840146955367,46.0,4.0598360000003595,0.04391476418505022,True,False
ENSG00000130560,ok,not_requested,ok,21,404,210.0,0.0422,1.3758,0.0307,0.047856140350877194,1.2188175438596491,0.0323,171.0,-8882.469482,42,0.0908,2.32883,6.123234,0.6089,6.7063,0.0013,0.0141,0.0908,0.0088,0.0965,0.0908,0.5987,6.5959,0.09076850770933459,40,-8882.424442,43.0,0.6088,6.7052,0.09122,0.08412,0.0013,0.0141,0.0912,0.0343,0.4078,0.0841,0.5732,6.2837,0.09122014099972947,40.0,0.09008000000176253,0.7640754768265581,True,False
ENSG00000130731,ok,not_requested,ok,22,198,231.0,0.2076,2.7291,0.0761,0.1934457894736842,1.4343805263157894,0.0605,190.0,-5543.395581,44,0.12231,2.58719,9.601548,1.3349,10.9143,0.0447,0.3656,0.1223,0.0073,0.0599,0.1223,1.2827,10.4886,0.12229468184505081,42,-5543.395581,45.0,1.3349,10.9143,0.12231,0.37299,0.0447,0.3656,0.1223,0.0,0.0,0.373,1.29,10.5485,0.1222922690429919,42.0,0.0,1.0,True,False
ENSG00000130811,ok,not_requested,ok,22,314,231.0,0.0142,2.6785,0.0053,0.08396894736842105,1.47019,0.005,190.0,-5498.036517,44,0.01837,3.17726,19.016401,0.5559,30.2579,0.0004,0.0217,0.0184,0.0016,0.0854,0.0184,0.5539,30.1509,0.018370927567667963,42,-5497.46854,45.0,0.5553,28.9409,0.01942,0.01245,0.0004,0.0215,0.0194,0.0119,0.9546,0.0125,0.5431,27.9649,0.019420773898708738,42.0,1.1359539999994013,0.2865088938733231,True,False
ENSG00000131023,ok,not_requested,ok,24,1122,276.0,0.0625,1.2644,0.0494,0.0274,0.3542987012987013,0.0769,231.0,-17790.951279,48,0.07614,3.4622,3.41787,0.2776,3.6459,0.0007,0.0089,0.0761,0.0351,0.4616,0.0761,0.2416,3.1751,0.07609209158766653,46,-17782.965065,49.0,0.2759,3.7295,0.08217,0.047,0.0007,0.0088,0.0822,0.0408,0.8679,0.047,0.2343,2.8529,0.08212695853342214,46.0,15.972428000000946,6.427176490836105e-05,True,False
ENSG00000131149,ok,not_requested,ok,24,1177,276.0,0.114,0.9799,0.1164,0.08727835497835498,0.6896666666666667,0.0951,231.0,-25363.651843,48,0.07808,3.62024,8.541414,0.827,10.5919,0.0011,0.0147,0.0781,0.016,0.2053,0.0781,0.8097,10.372,0.07806594677979174,46,-25363.651843,49.0,0.827,10.5919,0.07808,0.91709,0.0011,0.0147,0.0781,0.0,0.0,0.9171,0.8257,10.577300000000001,0.07806339992247548,46.0,0.0,1.0,True,False
ENSG00000131263,ok,not_requested,ok,23,602,253.0,0.1514,1.8309,0.0827,0.03737952380952381,0.34609523809523807,0.0988,210.0,-9289.686161,46,0.09606,3.10051,4.052679,0.3987,4.1505,0.0003,0.0036,0.0961,0.0949,0.9876,0.0961,0.3034,3.1594,0.09603089194150788,44,-9278.531355,47.0,0.3894,4.6034,0.10991,0.04496,0.0004,0.0034,0.1099,0.0807,1.7942,0.045,0.3083,2.806,0.10987170349251604,44.0,22.309612000000925,2.320422192926704e-06,True,False
ENSG00000131503,ok,not_requested,ok,24,2521,276.0,0.0828,1.2614,0.0657,0.020628138528138527,0.25618008658008656,0.0807,231.0,-38636.164643,48,0.08698,3.42621,3.232312,0.2716,3.1225,0.0018,0.0204,0.087,0.0443,0.5096,0.087,0.22569999999999998,2.5923,0.08706554025382865,46,-38598.423741,49.0,0.2673,3.3058,0.09924,0.04639,0.002,0.0198,0.0992,0.0534,1.1504,0.0464,0.2118,2.1359,0.09916194578397865,46.0,75.48180399999546,3.687898646296708e-18,True,False
ENSG00000131944,ok,not_requested,ok,23,214,253.0,0.2404,1.0807,0.2224,0.12688619047619049,0.4963042857142857,0.2447,210.0,-5456.813016,46,0.27253,2.94875,6.237241,1.1597,4.2552,0.0012,0.0042,0.2725,0.0261,0.0958,0.2725,1.1323,4.155,0.2725150421179302,44,-5456.723763,47.0,1.1599,4.25,0.2704,999.0,0.0012,0.0043,0.2704,0.0107,0.0,999.0,1.1478,4.2457,0.2703441128671361,44.0,0.17850600000019767,0.6726603166175006,True,False
ENSG00000132196,ok,not_requested,ok,22,330,231.0,0.2271,3.4713,0.0654,0.1260963157894737,0.6246247368421053,0.24675,190.0,-8910.691409,44,0.21779,2.41612,7.140813,1.2116,5.5634,0.001,0.0047,0.2178,0.0394,0.181,0.2178,1.1714,5.3778,0.21782141396109936,42,-8889.837488,45.0,1.2019,7.2456,0.23859,0.0001,0.0011,0.0046,0.2386,0.0002,2.2091,0.0001,1.2005000000000001,5.0319,0.23857787316918064,42.0,41.7078419999998,1.0598303912628563e-10,True,False
ENSG00000132549,timeout(3600s),not_requested,ok,23,3988,253.0,0.0713,1.295,0.0551,0.05476238095238095,0.43190190476190476,0.09834999999999999,210.0,-77897.199986,46,0.16099,2.95838,4.29674,0.5863,3.6418,0.0021,0.0129,0.161,0.0352,0.2186,0.161,0.5491,3.4107,0.16099334447474128,44,,,,,,,,,,,,,,,,,,,,
ENSG00000132561,ok,not_requested,ok,24,956,276.0,0.1366,1.474,0.0927,0.06093030303030303,0.5079021645021645,0.1163,231.0,-21234.916544,48,0.1353,2.54253,5.318119,0.6983,5.1607,0.0015,0.0114,0.1353,0.0358,0.2646,0.1353,0.6606,4.8846,0.13524137083896326,46,-21234.916544,49.0,0.6983,5.1607,0.1353,0.40458,0.0015,0.0114,0.1353,0.0,0.0,0.4046,0.6964,5.1491999999999996,0.13524430979569643,46.0,0.0,1.0,True,False
ENSG00000132780,ok,not_requested,ok,21,736,210.0,0.1703,0.744,0.2289,0.04301052631578947,0.31637894736842104,0.1235,171.0,-13948.123546,42,0.28174,2.36293,4.72438,0.9262,3.2876,0.0003,0.0009,0.2817,0.0497,0.1764,0.2817,0.8761,3.11,0.2817041800643087,40,-13945.993399,43.0,0.9174,3.4308,0.29036,0.0001,0.0003,0.0009,0.2904,0.0,0.2713,0.0001,0.9173,3.1586,0.29041347432406767,40.0,4.260293999999703,0.039013168907375974,True,False
ENSG00000133048,ok,not_requested,ok,23,382,253.0,0.2386,2.0049,0.119,0.1111047619047619,0.720542380952381,0.1565,210.0,-10662.395261,46,0.20179,2.64009,7.144085,1.2603,6.2453,0.0014,0.007,0.2018,0.0499,0.2472,0.2018,1.2089,5.9913,0.2017759084005141,44,-10660.114946,47.0,1.2572,6.4148,0.20619,0.0001,0.0014,0.0069,0.2062,0.0,0.3176,0.0001,1.2556,6.0901000000000005,0.206170670432341,44.0,4.5606299999999464,0.03271503711270041,True,False
ENSG00000133131,ok,not_requested,ok,23,936,253.0,0.4784,1.4132,0.3386,0.13188952380952382,0.4390133333333333,0.2895,210.0,-18960.424963,46,0.27053,2.4844,5.580438,1.0811,3.9964,0.0004,0.0015,0.2705,0.0251,0.0928,0.2705,1.0553,3.9022,0.2704371892778432,44,-18960.39486,47.0,1.0813,3.9882,0.2696,15.47585,0.0004,0.0015,0.2696,0.0061,0.0004,15.4759,1.0746,3.9864,0.26956652618904275,44.0,0.06020600000192644,0.8061706449136133,True,False
ENSG00000133313,ok,not_requested,ok,24,474,276.0,0.1191,1.2305,0.0968,0.06342554112554112,1.5931264069264068,0.0408,231.0,-11015.871219,48,0.06459,2.7475,6.782902,0.5322,8.2401,0.0011,0.0167,0.0646,0.0003,0.0047,0.0646,0.5308,8.2186,0.0645852091597109,46,-11013.410564,49.0,0.533,8.1766,0.0624,0.10213,0.001,0.0168,0.0624,0.0584,0.5722,0.1021,0.4735,7.5875,0.062405271828665565,46.0,4.92131000000154,0.026527395480868087,True,False
ENSG00000133935,ok,not_requested,ok,22,133,231.0,0.1462,1.1806,0.1238,0.07544578947368422,0.4819136842105263,0.1018,190.0,-3268.535151,44,0.14565,3.18086,8.705465,1.1364,7.8018,0.001,0.0067,0.1457,0.028,0.1924,0.1457,1.1072,7.6024,0.14563821950962852,42,-3268.535151,45.0,1.1363,7.8019,0.14565,0.36662,0.001,0.0067,0.1456,0.0,0.0,0.3666,1.1351,7.7948,0.14562272284086827,42.0,0.0,1.0,True,False
ENSG00000134247,ok,not_requested,ok,24,874,276.0,0.3221,1.666,0.1933,0.07244155844155845,0.751348051948052,0.0961,231.0,-21723.672394,48,0.12119,3.03456,7.560876,0.9339,7.7065,0.0012,0.0101,0.1212,0.0338,0.2789,0.1212,0.899,7.4172,0.12120476729763253,46,-21723.40598,49.0,0.934,7.5981,0.12057,16.16125,0.0012,0.0101,0.1206,0.0181,0.0011,16.1613,0.9149,7.587000000000001,0.12058784763411097,46.0,0.5328280000030645,0.4654203302347125,True,False
ENSG00000134440,ok,not_requested,ok,23,558,253.0,0.0451,0.8056,0.0559,0.032055714285714285,0.4691147619047619,0.0657,210.0,-10236.535324,46,0.07096,2.52749,4.010045,0.2944,4.1492,0.001,0.0146,0.071,0.0084,0.1189,0.071,0.2848,4.0154,0.07092693131443942,44,-10236.535325,47.0,0.2944,4.1492,0.07096,1.35367,0.001,0.0146,0.071,0.0,0.0,1.3537,0.2932,4.1343,0.07091889799966138,44.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000134748,ok,not_requested,ok,22,310,231.0,0.0104,2.0526,0.0051,0.05094789473684211,0.42485105263157896,0.00885,190.0,-5323.672064,44,0.05912,2.22007,4.93934,0.3278,5.5453,0.0004,0.0073,0.0591,0.032,0.5411,0.0591,0.2955,4.9971,0.05913429789277781,42,-5300.37986,45.0,0.3312,5.5681,0.0721,0.00395,0.0005,0.0071,0.0721,0.0041,1.0308,0.0039,0.327,4.5302999999999995,0.07218065028806041,42.0,46.58440800000062,8.775573721708082e-12,True,False
ENSG00000134917,ok,not_requested,ok,20,882,190.0,0.0959,2.4268,0.0395,0.05220653594771242,0.8610718954248366,0.0568,153.0,-18239.118226,40,0.11368,2.88459,5.95419,0.7575,6.6637,0.0022,0.0194,0.1137,0.024,0.2108,0.1137,0.7313000000000001,6.4339,0.11366356331307605,38,-18239.118226,41.0,0.7575,6.6637,0.11368,0.29224,0.0022,0.0194,0.1137,0.0,0.0,0.2922,0.7553,6.6449,0.11366611988141281,38.0,0.0,1.0,True,False
ENSG00000135272,ok,not_requested,ok,24,243,276.0,0.0946,3.4778,0.0272,0.08161731601731602,0.4753012987012987,0.1072,231.0,-5808.953891,48,0.20403,2.01817,6.535473,1.0869,5.3272,0.0035,0.0174,0.204,0.0566,0.2775,0.204,1.0265,5.0324,0.2039782211270964,46,-5799.650987,49.0,1.0824,5.6617,0.22671,0.083,0.0038,0.0167,0.2267,0.1162,1.3998,0.083,0.9624,4.2451,0.2267084403194271,46.0,18.605808000000252,1.6073011954670625e-05,True,False
ENSG00000135374,ok,not_requested,ok,24,254,276.0,0.0463,0.6701,0.0691,0.021637229437229438,0.4139064935064935,0.0388,231.0,-4318.678313,48,0.06511,2.3389,3.751451,0.2904,4.4607,0.0004,0.006,0.0651,0.0111,0.1701,0.0651,0.2788,4.2846,0.065070251598749,46,-4318.678313,49.0,0.2904,4.4607,0.06511,1.89035,0.0004,0.006,0.0651,0.0,0.0,1.8904,0.2899,4.4547,0.06507733405167576,46.0,0.0,1.0,True,False
ENSG00000135409,ok,not_requested,ok,22,570,231.0,0.2616,2.6382,0.0992,0.07582315789473684,0.31159631578947367,0.2377,190.0,-12442.030864,44,0.2784,3.40576,5.467562,1.0334,3.7117,0.0003,0.0012,0.2784,0.1206,0.4332,0.2784,0.9125,3.2775,0.2784134248665141,42,-12433.448399,45.0,1.0164,4.4908,0.29768,0.1444,0.0003,0.0012,0.2977,0.3019,2.0908,0.1444,0.7139,2.3987,0.29761954391962314,42.0,17.164929999999003,3.427051548253954e-05,True,False
ENSG00000135541,ok,not_requested,failed:RuntimeError:yn00 produced no parsable pairwise rows,24,1172,,,,,,,,,-26880.963569,48,0.28894,2.80153,5.854575,1.2088,4.1835,0.0028,0.0098,0.2889,0.0396,0.1372,0.2889,1.1662000000000001,4.0362,0.288935137010059,46,-26878.953667,49.0,1.2091,4.1992,0.29456,0.0001,0.0029,0.0097,0.2946,0.0,0.0947,0.0001,1.2062,4.0946,0.2945831094612416,46.0,4.019803999995929,0.04496893927861592,True,False
ENSG00000135587,ok,not_requested,ok,23,421,253.0,0.3324,2.4591,0.1352,0.09158666666666666,0.4172547619047619,0.2279,210.0,-9894.764614,46,0.22154,3.52647,6.154894,1.0802,4.8759,0.0025,0.0114,0.2215,0.1279,0.5773,0.2215,0.9498,4.2869,0.2215587020924211,44,-9890.979944,47.0,1.0738,5.3976,0.22938,0.0001,0.0026,0.0112,0.2294,0.0001,0.7166,0.0001,1.071,4.6695,0.2293607452618053,44.0,7.569339999998192,0.005936952033499688,True,False
ENSG00000135686,ok,not_requested,ok,22,615,231.0,0.0764,2.2799,0.0335,0.04134578947368421,1.203391052631579,0.03185,190.0,-11075.54071,44,0.04103,3.46904,4.700161,0.3662,8.9261,0.0003,0.0063,0.041,0.0067,0.1625,0.041,0.3589,8.7577,0.04098107950717654,42,-11075.540711,45.0,0.3662,8.9262,0.04103,36.73329,0.0003,0.0063,0.041,0.0,0.0,36.7333,0.3656,8.9202,0.04098562812492994,42.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000136021,ok,not_requested,ok,23,927,253.0,0.0513,0.6594,0.0778,0.03349095238095238,0.3066895238095238,0.09405,210.0,-15102.484092,46,0.10812,2.65337,3.125142,0.3378,3.1244,0.001,0.0091,0.1081,0.0174,0.1611,0.1081,0.3192,2.9544,0.10804224207961007,44,-15091.814195,47.0,0.3377,3.1545,0.11612,0.0001,0.001,0.0089,0.1161,0.0,0.2463,0.0001,0.3365,2.8994999999999997,0.11605449215381965,44.0,21.33979399999953,3.846631213146329e-06,True,False
ENSG00000136068,ok,not_requested,ok,24,2602,276.0,0.0748,1.1491,0.0651,0.02142900432900433,0.5369056277056277,0.0365,231.0,-46530.49769,48,0.04166,3.62293,4.766316,0.2221,5.3298,0.0006,0.014,0.0417,0.0117,0.2812,0.0417,0.2094,5.0347,0.04159135598943333,46,-46513.277508,49.0,0.2248,5.2256,0.03883,5.49292,0.0005,0.0141,0.0388,0.0221,0.004,5.4929,0.2022,5.2074,0.038829358220993204,46.0,34.44036399999459,4.395133196397033e-09,True,False
ENSG00000136114,ok,not_requested,ok,20,853,190.0,0.2516,1.1661,0.2157,0.10921437908496733,0.6556450980392157,0.1719,153.0,-19297.592217,40,0.18262,2.89232,5.695927,0.8855,4.8489,0.0012,0.0068,0.1826,0.0648,0.3547,0.1826,0.819,4.4875,0.18250696378830084,38,-19297.591236,41.0,0.8855,4.8473,0.18252,0.18563,0.0012,0.0068,0.1825,0.0477,0.2568,0.1856,0.8361999999999999,4.5838,0.18242506217548757,38.0,0.00196200000209501,0.9646696802850406,True,False
ENSG00000136235,ok,not_requested,ok,24,538,276.0,0.2918,0.9696,0.3009,0.20537662337662338,0.6230233766233766,0.3267,231.0,-16344.734837,48,0.35545,2.82975,7.624051,1.7005,4.784,0.0175,0.0494,0.3555,0.0248,0.0697,0.3555,1.6582000000000001,4.665,0.3554555198285102,46,-16343.463393,49.0,1.6977,4.8167,0.36187,0.26572,0.0024,0.0066,0.3619,0.1251,0.4707,0.2657,1.5698,4.3393,0.36176341806282125,46.0,2.542887999999948,0.11079197167117777,True,False
ENSG00000136297,ok,not_requested,ok,21,241,210.0,0.0556,1.3851,0.0402,0.03612923976608187,1.2714637426900586,0.0239,171.0,-5125.302747,42,0.07385,2.60997,5.759074,0.587,7.9485,0.0005,0.0062,0.0738,0.0077,0.1044,0.0738,0.5789,7.8379,0.07385906939358756,40,-5125.129602,43.0,0.588,7.9497,0.07305,0.14865,0.0005,0.0063,0.0731,0.0143,0.0963,0.1487,0.5735,7.8471,0.07308432414522563,40.0,0.34628999999949883,0.5562208219832587,True,False
ENSG00000136709,ok,not_requested,ok,24,1328,276.0,0.0299,0.7868,0.038,0.04813852813852814,0.3326904761904762,0.0875,231.0,-23209.773672,48,0.10843,2.32955,4.087671,0.3959,3.6508,0.0002,0.0021,0.1084,0.0213,0.1961,0.1084,0.3748,3.4526,0.10855587093784395,46,-23164.879258,49.0,0.3973,3.676,0.12121,0.02484,0.0002,0.002,0.1212,0.0124,0.5005,0.0248,0.3846,3.1733,0.12119875208773202,46.0,89.78882799999701,2.649864135880752e-21,True,False
ENSG00000136933,ok,not_requested,ok,23,371,253.0,0.2829,1.0375,0.2727,0.10521666666666667,0.38321571428571427,0.26575000000000004,210.0,-8881.297593,46,0.2866,3.01416,5.777447,1.1133,3.8845,0.0032,0.0112,0.2866,0.0662,0.2311,0.2866,1.0441,3.6421,0.2866752697619505,44,-8880.789823,47.0,1.1158,3.838,0.28171,12.07476,0.0032,0.0113,0.2817,0.0354,0.0029,12.0748,1.0773,3.8236,0.28175018307354327,44.0,1.0155400000003283,0.31357927477348985,True,False
ENSG00000137478,ok,not_requested,ok,24,740,276.0,0.1002,2.4328,0.0412,0.027796103896103895,0.27195887445887446,0.0878,231.0,-11541.776733,48,0.0884,2.45418,3.47082,0.3059,3.4601,0.0001,0.0014,0.0884,0.0176,0.1991,0.0884,0.2884,3.2598,0.08847168537947113,46,-11540.919532,49.0,0.3052,3.5093,0.09122,0.0001,0.0001,0.0014,0.0912,0.0,0.164,0.0001,0.30510000000000004,3.3438,0.09124349542436751,46.0,1.714402000001428,0.19041522816782924,True,False
ENSG00000137868,ok,not_requested,ok,24,663,276.0,0.3343,1.1602,0.2882,0.13584372294372293,0.5415047619047619,0.2465,231.0,-19218.153431,48,0.2498,3.94867,7.575822,1.4523,5.8136,0.002,0.008,0.2498,0.0647,0.2589,0.2498,1.3854,5.5468,0.24976563063387897,46,-19216.80325,49.0,1.4477,5.8864,0.25313,0.0001,0.002,0.008,0.2531,0.0,0.1673,0.0001,1.4454,5.7112,0.25308166409861327,46.0,2.7003619999959483,0.10032546480365406,True,False
ENSG00000138075,ok,not_requested,ok,24,648,276.0,0.2611,1.6767,0.1557,0.10592813852813852,0.399987012987013,0.2871,231.0,-16636.59929,48,0.24561,2.94542,6.778542,1.224,4.9836,0.0011,0.0046,0.2456,0.0254,0.1036,0.2456,1.1973,4.8754,0.24557984985847317,46,-16603.931089,49.0,1.218,6.1931,0.27148,0.07306,0.0012,0.0044,0.2715,0.1706,2.3351,0.0731,1.046,3.8534,0.2714485908548295,46.0,65.33640199999354,6.314412614150574e-16,True,False
ENSG00000138083,ok,not_requested,ok,20,316,190.0,0.0123,1.6868,0.0073,0.01661437908496732,0.3406235294117647,0.06,153.0,-3577.602192,40,0.06714,2.25102,1.712608,0.1889,2.8135,0.0007,0.0106,0.0671,0.0125,0.1868,0.0671,0.1759,2.6162,0.06723492087760874,38,-3567.96467,41.0,0.1881,2.9313,0.08201,0.0009,0.0008,0.0099,0.082,0.0006,0.6443,0.0009,0.1865,2.2768,0.0819132115249473,38.0,19.27504399999998,1.1317601275205205e-05,True,False
ENSG00000138439,ok,not_requested,ok,20,579,190.0,0.0704,1.1214,0.0627,0.01952156862745098,0.39625490196078433,0.044,153.0,-9723.677846,40,0.12969,2.33491,4.230879,0.4739,3.6538,0.0002,0.0015,0.1297,0.0362,0.2795,0.1297,0.4375,3.3729,0.12971033828456224,38,-9718.290726,41.0,0.4769,3.5139,0.11959,0.20037,0.0002,0.0016,0.1196,0.1407,0.702,0.2004,0.3365,2.8103000000000002,0.11973810625200157,38.0,10.774240000002465,0.0010292246757967055,True,False
ENSG00000138495,ok,not_requested,ok,19,63,171.0,0.1435,2.7324,0.0525,0.041683823529411766,0.4580294117647059,0.09004999999999999,136.0,-928.612239,38,0.07084,2.2755,4.020661,0.3122,4.4072,0.0,0.0,0.0708,0.0278,0.392,0.0708,0.2844,4.0155,0.07082555098991407,36,-928.612239,39.0,0.3122,4.4072,0.07084,0.2889,0.0,0.0,0.0708,0.0,0.0,0.2889,0.3122,4.4073,0.07083702039797608,36.0,0.0,1.0,True,False
ENSG00000140368,ok,not_requested,ok,23,409,253.0,0.1649,2.7127,0.0608,0.08263809523809523,1.301432380952381,0.06355,210.0,-10922.802754,46,0.10613,2.73757,8.236014,1.0612,9.9994,0.0008,0.0076,0.1061,0.0017,0.016,0.1061,1.0586,9.9756,0.10611893018966277,44,-10922.802755,47.0,1.0612,9.9994,0.10613,0.39018,0.0008,0.0076,0.1061,0.0,0.0,0.3902,1.0603,9.9917,0.10611807800474395,44.0,-2.0000006770715117e-06,1.0,True,False
